views,likes,dislikes,comments
218091,934,242,38
205749,4277,305,440
36447,875,23,162
217786,1731,186,406
238427,4820,488,934
1235848,6053,821,1597
86308,3291,41,340
93013,1170,44,108
379173,18825,415,1584
694219,9469,668,5422
68750,4021,96,506
223793,3638,170,207
606502,43052,262,2897
354099,3745,256,420
279863,26808,133,4261
6957,0,0,0
377380,5031,79,1173
784251,15220,708,1017
1752796,30556,3149,2688
1707746,171837,4426,19271
5891553,167702,5258,16291
260345,4453,393,1262
1447284,17468,441,2943
2134925,265155,4505,18677
1283685,38423,823,7618
116630,2743,209,292
910747,11453,313,1088
501783,3243,44,514
92431,184,59,282
134682,6129,24,286
139156,243,44,343
252126,8172,184,1358
712346,17818,734,5769
239605,10485,1596,1052
383435,10923,1697,2946
446793,24754,457,16417
585208,17728,839,2834
810574,2969,541,2786
1449214,137408,1590,14005
773640,7888,863,685
6970161,570728,12971,50626
693716,5962,735,1782
61288,304,45,48
446612,47976,1687,8763
75673,1079,65,291
177928,1227,47,34
505113,3437,366,776
62139,404,62,274
757741,3828,425,1176
220802,4862,76,510
2537211,30049,3793,3676
6256146,198603,5133,15869
44417,606,14,359
1096605,32868,1848,10321
2770693,176554,2799,12135
284150,2757,2347,1021
5959,60,2,11
93196,3210,254,530
50714,1619,48,374
116610,8804,631,5846
92197,1068,23,190
319682,6515,267,902
479868,16710,608,3586
2377218,77162,915,3032
308405,2104,197,425
114964,3727,58,982
49647,220,30,42
506002,2164,750,411
1034615,6481,1620,1338
523096,4074,562,1117
54681,812,40,152
174983,12931,1511,2537
180968,3308,257,2104
1430407,25749,1317,1804
553981,9684,1225,2963
786643,28897,1514,3624
505145,12447,335,971
255693,6599,205,330
2431563,213140,6259,22530
230672,5427,488,1085
118172,1586,83,311
1046287,74563,5790,13153
648868,19938,294,986
7318840,200568,6527,19420
1936242,32636,3414,2830
1615062,18525,476,3194
1478772,42619,911,8269
82218,2323,57,312
133355,804,99,106
191080,325,101,490
36246,66,10,31
2704420,308477,5430,20785
18591,116,7,17
316079,15401,471,5026
1306647,96396,954,6945
326642,1828,498,254
188317,12096,118,1162
159110,3200,275,1021
509464,3095,1339,604
1280524,14931,1041,2716
211026,1707,54,845
405459,10777,272,1665
445579,15057,3062,1587
803173,3810,51,642
74505,569,55,126
138578,925,30,19
294566,3700,172,738
1537469,16462,565,1502
430209,13382,199,2955
33987,677,42,947
2364304,193642,3068,18044
233179,1547,292,482
211305,871,236,32
202648,1458,43,106
454904,12229,1965,3511
189550,1752,76,927
350634,3347,177,647
2015458,220362,2298,16034
367178,6438,117,687
161342,258,47,379
120345,1002,57,87
19423,470,11,57
542088,26782,526,17877
805089,19186,810,6112
83510,2639,13,566
933994,3267,610,2968
37631,661,32,102
68490,2179,76,379
46827,733,9,212
18247,1413,3,105
8539455,618730,15093,54192
108845,7871,75,1991
352170,2153,154,948
54449,1290,47,338
852956,8224,950,726
194967,2281,131,537
112426,2762,23,125
502377,3505,364,612
961505,7584,1002,2281
114420,858,150,691
3667095,39323,6156,5389
1699574,30144,1656,2151
194107,3806,200,301
1656922,51445,3255,6001
864148,14049,610,912
832451,41183,420,3406
828647,14175,1881,4453
560002,5080,254,682
726371,27443,821,6122
3026306,152299,2040,9512
295060,3124,232,3956
450661,6153,637,2127
168596,16092,133,2701
584804,20545,388,3976
118436,599,68,92
498850,10772,415,608
892676,6555,805,945
429334,8141,1501,1621
45344,131,26,79
294214,1897,66,44
24310,0,0,103
621962,3783,1061,391
525944,13154,508,1561
338547,1752,413,229
105133,698,36,88
89878,8624,38,1666
396186,18346,1029,2426
1136174,2870,505,1192
48260,341,48,68
1383836,84765,8122,15181
450049,1789,260,301
353371,3030,180,669
869053,24819,415,1411
534122,3508,360,598
614951,22342,420,2399
421513,18312,643,6006
2612376,221919,6815,23251
143364,1810,121,208
2298646,24904,1836,4122
223116,2371,1385,676
133965,1606,104,255
233715,3136,195,972
184171,4056,49,819
2040608,34227,3591,2949
154699,3746,82,852
235560,48962,85,8444
1712256,19192,496,3335
240131,381,125,529
1567933,44883,960,8714
28744,724,19,134
23717,135,10,25
26037,289,71,188
382921,4130,115,338
16919,89,5,43
150613,7678,141,1638
35735,2097,11,557
2937617,324561,5696,21702
15753,1445,1,84
8101053,221137,7218,21037
629964,39635,3939,4002
335500,5482,545,1406
294033,6677,109,206
1007757,35305,315,2004
2288833,18696,1858,1721
1092615,103484,6022,8733
1542228,20255,1199,1342
509779,10236,141,553
128566,769,706,1108
2127187,62563,3805,7001
1393874,38354,1547,8277
1852177,32037,1814,2170
4498328,177210,2788,10585
704299,66717,1476,5709
970027,46011,476,3817
736466,6218,328,814
319297,5105,173,538
277511,12880,1796,5715
981293,16621,2331,5234
261319,20731,245,3454
71002,959,8,136
1038841,28448,716,5150
558555,6945,750,2470
54695,677,52,108
168969,2202,147,136
365450,1930,500,261
276055,10988,119,1126
328534,1917,239,551
64659,322,62,49
238190,11886,135,1687
96865,5276,431,623
308474,932,248,152
110500,202,48,139
177113,5817,98,2102
420921,4028,319,4821
210093,3898,343,735
198164,4582,77,677
163163,4789,128,2426
87874,1261,126,104
436854,2692,99,65
628619,12600,554,697
406989,5054,129,338
111070,281,13,13
12375,150,2,41
61338,614,17,66
213765,3785,208,157
326516,2664,172,455
276706,3048,245,2542
90750,1667,75,1028
207061,868,209,38
399476,1700,92,239
48440,427,84,198
146069,5286,29,453
32882,1061,14,382
121333,1842,67,270
50647,598,37,137
158999,5126,248,843
109163,1147,112,229
568096,102275,188,14506
99161,1990,24,185
182900,18098,863,2175
1742807,52034,636,2741
3358449,132794,1474,9050
501363,9875,542,1912
234957,1080,1235,1667
1586153,135692,8103,10484
1227084,27132,908,1651
1748001,21964,1329,1391
2163321,115004,1120,8016
269538,4422,146,2103
636206,11787,195,670
193936,2335,53,485
1280253,92408,2206,7487
5381725,636928,21929,31213
737320,8329,632,361
753010,7139,1010,628
509113,18131,3599,8957
616129,27409,358,6151
520430,7029,632,1894
263250,4446,414,610
1099304,4099,1915,823
156741,4588,57,946
2327219,66891,4032,7407
1571653,40403,1730,8811
36948,179,34,28
1916579,32796,1887,2184
45744,322,30,71
119827,427,44,405
443294,14892,172,1483
1012683,47406,490,3983
383784,1252,266,1149
38301,485,42,66
837614,6836,356,851
556353,20290,266,2534
366534,3511,260,244
43756,1058,34,86
164025,4635,56,485
488898,2040,175,266
640930,2910,427,773
140765,2439,96,526
1103929,18834,2668,5615
1212277,30747,846,5476
199589,2129,233,181
63069,206,35,79
278454,7620,133,2319
157851,2780,246,2484
298897,22451,289,3686
25348,0,0,19
395008,23614,155,1047
228387,25369,112,2595
10437,905,13,154
21660,122,5,16
162337,2819,51,281
191783,2298,41,159
595493,7252,803,2608
484731,38146,246,1683
39550,88,16,25
87576,1537,119,660
183800,7141,916,933
360261,6964,45,207
133686,2563,23,118
1231149,22180,1431,4552
5427688,181585,2279,11786
338186,2041,282,2379
1942418,57127,701,2876
163777,3528,40,1747
308945,7400,87,644
1185721,40246,770,7777
698616,89367,800,13079
191443,2288,31,88
460512,17681,2082,2204
52157,508,19,184
1778883,144255,8721,10859
430138,20291,343,12476
41094,489,48,79
3362487,134619,1617,9024
45461,198,56,40
243518,1118,1297,1703
704106,4532,878,345
62305,1316,23,201
22631,0,0,154
176709,859,142,172
534845,6557,280,2883
169203,5577,80,2168
191320,7072,1514,897
27482,1182,30,181
1214765,11087,946,537
297392,1934,306,274
430576,40406,915,9594
1215537,6470,825,611
512951,15575,156,1199
122507,3768,46,990
122258,3026,74,543
25160,495,14,55
216374,2542,58,532
333013,1770,224,750
237677,5694,69,509
5726897,662861,23147,32200
1527159,100885,2441,8021
280663,10920,297,739
280201,8783,883,1191
83138,499,29,51
575509,29960,222,1385
116114,3737,32,191
573253,19209,4807,10343
167970,1104,90,291
919478,9909,1001,2767
101414,271,89,198
2917000,190605,7111,13579
609593,3853,382,4064
561145,62903,380,3490
11400708,112959,18663,10138
471471,6874,1021,2442
2015841,80846,3098,14195
1670329,8493,1995,1516
348176,7716,49,191
5072080,24495,12189,5614
247798,4740,249,692
2384546,23334,3283,1864
163357,4047,46,480
1043577,62479,945,4560
218241,4462,51,1826
89405,1261,28,522
337964,10328,107,1537
1756608,36770,1314,2549
2197151,23667,2970,5845
95475,2131,32,441
1479454,18380,1765,9439
762937,21708,417,2661
481433,17595,512,1872
304950,10959,63,584
74325,1082,11,161
76261,312,66,59
229154,12240,157,1893
488738,38782,582,2315
9982401,416481,22435,0
110767,14267,74,3852
75447,3469,19,320
791758,5019,986,513
80980,854,65,116
314726,4741,686,2262
623420,49702,929,13259
668902,23675,327,3489
202291,4405,373,766
4984,91,51,81
2307346,0,0,1766
845196,9238,457,910
375906,11936,397,4120
553928,20651,216,2548
165929,4006,130,2569
337788,6006,265,678
5510770,181329,5689,12514
1261709,14318,2153,2271
1392368,96919,757,6898
132384,3828,73,389
1028987,45680,4325,3613
55104,1993,79,463
134767,549,12,79
148880,4690,52,940
328044,1481,327,1430
391536,2132,388,201
212308,21844,161,1913
671054,18267,3093,1982
989519,5700,545,2416
3376456,240158,2261,21383
183460,2785,57,768
100259,2728,63,507
101452,482,33,55
419659,18313,78,427
87904,6854,94,666
765455,8364,445,1450
293464,15681,165,775
939331,10198,1678,3788
3203043,200262,7781,14068
4070441,121651,6796,19331
963829,85026,617,4321
1359682,23024,3677,4125
727663,34107,547,0
931745,4986,567,5163
186495,7268,178,2012
489394,8133,172,1022
3033583,85656,1868,12058
26548,340,165,327
13319878,128501,20886,11191
581434,10969,73,255
207954,7691,79,194
217974,5165,206,895
231904,7999,141,962
1507190,75476,1271,5288
1951951,9351,2383,1660
79805,141,42,159
155860,3134,46,636
740788,22562,161,1077
299163,5663,72,634
41849,168,51,213
61953,742,63,135
6641272,27908,13828,6470
296153,5282,71,2192
388955,11037,107,278
262017,7072,146,1137
117736,4498,163,651
2632838,25236,3557,1959
56076,373,44,94
630790,7312,1267,3165
121354,1509,40,602
404229,17731,9256,10764
742597,23629,676,2490
37204,52,19,37
47080,601,8,149
76866,778,36,327
402898,11672,124,1641
188996,4536,53,503
307380,4101,71,94
592801,4143,441,833
143178,16748,93,4210
1987642,39320,1389,2721
253161,8784,1080,746
495684,3825,397,951
222758,1542,435,1425
134609,4786,32,464
1634990,19390,1874,9944
2356773,24684,3129,6092
646966,45751,779,2734
810707,3411,552,903
800699,22328,429,2710
240419,1915,291,434
267950,4113,354,1051
892898,28466,419,3903
46043,331,170,206
314583,2597,171,443
743257,2484,936,1154
152107,2247,36,115
233458,3963,134,1067
11267354,445927,24002,0
342021,28761,266,2380
350417,14896,655,4134
261232,4274,94,627
3585629,115801,2489,0
1486890,13988,763,1229
1034432,34875,3702,6677
1397255,11752,380,1081
1810163,20101,2075,6197
823973,37786,357,5925
4920114,138116,8427,21668
3426288,207684,8339,14508
1052660,92774,706,4537
196351,0,0,915
2303421,36573,6313,6905
915860,12019,301,1406
1105435,35585,1221,5460
5985130,130247,3578,16984
442171,12187,190,220
215804,1368,46,77
1165532,5723,685,5874
41031,445,238,479
436616,13183,324,3132
63971,1028,32,572
677212,4526,385,989
133168,4434,135,700
7532,162,3,13
70620,979,60,219
137715,199,61,261
55913,1439,168,495
184256,1649,145,232
64049,320,67,39
312401,9738,175,1137
26232,472,28,141
687820,6354,602,919
303564,11441,196,3802
693755,12219,88,294
588273,14058,177,368
520315,7851,115,857
634812,4052,441,905
189080,1822,74,304
16454,77,2,4
63404,779,69,122
152357,4138,192,1204
320084,2878,1855,1236
1073198,6394,820,1037
101305,1448,80,109
978719,28033,239,1374
485029,9241,428,1532
113719,4877,57,1130
1837034,84089,1532,5857
64032,1848,8,189
249020,2094,77,448
349415,5141,118,657
2181562,9948,2674,1747
351265,2561,203,715
50177,253,25,109
50872,314,71,71
5999690,75259,14009,32383
770609,8624,1641,3511
121305,3922,197,317
8259417,30639,15118,7116
126012,7082,195,1755
424517,18639,91,537
188771,3568,50,678
141394,7440,1161,1439
119170,4767,100,970
108319,542,56,31
56493,2764,142,411
251980,1928,197,313
14935646,140599,22979,11758
324104,5549,74,2299
2857037,27015,3803,2072
465268,19508,10670,11969
379341,8896,191,1494
46654,438,13,241
127252,3964,193,1446
467041,1774,364,2546
5477473,151905,3506,0
4089839,34488,2210,3334
2969842,68611,3473,8975
1073182,5447,671,803
2013496,49620,9963,9426
845532,0,0,2660
244707,4356,153,840
1056735,44186,503,6602
434176,9202,542,1192
2585068,26307,2479,7371
687373,13356,676,1647
328218,1659,163,491
1603438,12678,412,1205
198130,5265,77,311
27762,408,10,26
8104,69,4,4
5301965,145204,9047,22831
1039289,12934,332,1519
2763694,42677,7272,6732
7724622,148886,4542,19006
75283,3341,24,546
677766,20594,730,2170
1118554,97211,738,4708
3556869,211991,8650,14770
186100,3909,422,2399
491168,22703,273,2886
78434,972,80,703
556142,2973,874,325
712798,3278,499,1127
196849,5797,85,1943
540570,15390,374,3592
614928,4140,503,1231
275545,10531,2553,2287
414601,12710,200,229
149467,1309,108,294
134866,2114,354,988
134955,1091,107,419
50027,502,274,480
189032,12468,202,4924
560057,2491,112,136
1275553,6014,767,6157
166372,1963,115,170
58467,870,17,79
571777,4708,341,1122
720954,7604,396,1476
381731,2837,213,593
113142,2261,92,186
342345,1849,368,199
82311,8048,555,2010
172119,2327,104,732
18748,355,8,108
80959,2822,24,532
199972,3192,155,311
54639,2774,67,322
1444577,6872,664,1487
99826,620,83,111
30067,1197,27,200
153844,786,53,338
110197,328,99,289
618967,27882,1495,2037
54973,476,97,136
119971,4928,88,1042
157859,226,64,267
89780,4239,16,228
351749,10423,190,1215
48550,3393,83,632
78574,5750,55,2016
1081139,124884,1905,2640
400155,2745,124,535
1175225,8677,1058,1297
279511,18485,79,3485
12660,118,20,65
902592,2833,576,3648
687607,6719,436,1064
6983189,177111,4209,0
5617319,44326,3186,4458
1530840,6743,962,1021
928500,29757,243,1921
718974,16205,220,1236
3552320,77212,4396,9872
505487,15825,223,2113
183022,4835,68,532
679585,18765,338,1723
403940,6241,247,1121
2491578,56580,11829,10408
225279,12968,90,707
28004,184,24,12
2183664,21538,3092,6456
22989,1732,6,59
335328,2364,186,1276
107223,543,58,92
827210,15922,378,439
446145,24976,220,4233
358956,1705,470,272
72573,839,14,481
211952,2859,534,1087
470910,2765,783,383
219100,2366,37,71
70403,1361,18,194
888093,0,0,2127
413523,1894,212,572
83681,2342,84,409
3154864,29435,2840,8078
136731,2937,71,377
211097,608,58,335
110660,523,31,47
35009,480,12,37
613005,4048,478,914
113607,3689,23,198
27284,0,0,78
754928,8793,1186,4810
97984,5593,534,671
252701,2223,169,597
1656134,12925,420,1217
24867,1788,5,88
818677,31891,380,3635
166439,5383,43,672
29162,183,48,39
172327,4061,46,764
346628,7958,120,2149
274802,2053,172,479
384859,2712,191,640
952808,25738,980,2633
5575519,150018,9545,23724
130715,5335,104,630
1135912,13599,345,1610
9098242,160917,5256,20331
8191,226,25,29
85676,7267,85,1174
388155,19907,312,7104
434557,5641,84,280
869227,3191,680,709
2983801,45381,7649,6999
1178570,101147,763,4871
44995,209,47,102
30746,479,13,97
128993,1250,38,189
5014897,102029,3310,11368
963677,3020,618,3765
878967,8128,558,1244
683079,11522,182,1208
242310,13518,1965,4227
990404,22773,593,3039
337650,7548,94,471
1522683,24590,958,803
1923885,7873,1243,1203
1141708,33856,290,2298
8124967,198145,4894,0
637295,28134,246,1332
375694,2138,217,609
66527,774,80,125
1363560,28751,906,3885
542624,2833,841,315
217544,9188,900,1015
109870,593,33,41
867671,36471,456,5353
258739,2433,106,216
143710,4290,57,1259
33723,2178,7,83
1114262,27264,1285,1327
647449,4119,493,824
287949,3422,641,1277
222861,5446,79,582
2849357,62003,12720,11046
48785,394,109,150
646882,6194,154,1432
316053,5556,198,739
833023,21465,386,1919
146023,2428,129,786
33806,216,29,17
464971,6865,279,1263
367448,0,0,825
75574,7856,661,2404
212118,4338,190,2069
4189087,34582,4950,8775
378839,2014,397,218
92040,295,19,17
189905,13636,181,1614
442961,1694,1704,2504
129517,10882,73,1967
209559,27202,72,2207
59870,1962,20,104
388843,2633,206,1339
215554,764,86,125
643852,5074,447,1104
107448,2744,51,180
61149,765,16,201
373051,3451,54,913
39249,752,9,85
121514,333,66,286
139197,2325,639,1423
86324,3492,97,555
290793,5899,262,998
9136960,146816,5854,15660
2647997,68118,779,2130
680445,25225,555,2136
672238,27640,282,5583
521453,6817,651,1249
1081208,15061,264,1541
1013695,3148,653,3832
188137,5922,117,683
297272,7036,381,1067
459330,2234,116,451
344623,16719,2970,5479
738864,29360,391,4146
54991,264,54,32
1074999,42518,1909,3713
114829,742,47,131
67048,800,68,71
360694,1972,418,171
469096,3822,486,594
197863,9436,69,847
391324,3766,821,476
255013,3553,36,632
1168487,24878,788,3465
82387,2198,13,207
455260,3278,360,951
276462,25178,325,1806
396856,11334,423,3738
500652,15643,2562,1695
265092,11194,160,2315
130840,5323,406,871
446411,8898,1309,1252
401001,34462,115,2733
2244549,8728,1476,1302
606377,6800,576,1451
222774,4913,74,523
118621,433,33,16
352767,1272,284,1512
1202235,34913,302,2415
50357,2162,11,138
108151,322,49,200
1137234,11352,3079,4073
1544522,30959,1159,4103
668894,29291,260,1408
55097,482,136,111
215191,1609,859,512
155853,3540,44,497
144967,4982,252,1128
33739,509,16,124
395980,3130,100,183
91680,1463,24,74
115210,2700,31,398
952018,7576,206,1729
467562,4370,406,517
56767,903,19,574
231239,5808,105,1385
50888,6566,418,1782
106349,1923,74,0
45060,258,27,33
89653,572,54,129
70448,1963,117,155
4384,98,5,0
638413,0,0,986
769885,5446,75,661
899754,12377,519,3377
482461,4418,648,1498
1422397,44535,1268,2993
10460826,160565,6579,16690
595935,23452,388,3195
4052349,95242,1250,2918
1223790,40901,585,7406
1625631,10683,3258,1174
231577,7348,65,488
285694,6023,138,484
211989,20937,354,3515
165388,1076,127,1287
330176,3056,98,710
788025,8527,855,1465
345035,1808,409,228
120797,740,54,222
814867,30864,2480,5536
71207,811,72,99
196192,5377,29,167
683977,3184,302,798
673081,21375,573,3990
431683,44342,741,9801
217941,526,145,294
61222,281,48,73
1170888,15726,280,1621
196460,4897,404,1299
236833,5239,108,1080
710673,12481,253,0
239510,14711,309,1406
528638,6333,723,2541
74578,1511,38,508
1059506,3269,679,3949
99072,6112,337,613
467388,10472,796,667
77455,5399,63,637
103929,386,10,62
103476,2372,61,2862
232099,9790,123,2375
394551,39184,278,6980
137432,3417,110,2224
272060,36607,156,3202
278558,11843,108,945
375123,17612,3302,5802
418042,3242,77,131
206171,3320,269,1553
53385,857,15,195
108214,1350,71,360
1277417,46568,2453,3968
59407,712,22,456
370611,1487,299,360
69699,0,0,222
216719,12193,221,1025
39879,216,61,161
171950,2729,120,592
257738,5100,62,135
898435,14037,3197,2128
647925,3782,184,170
16554,256,3,77
87346,273,157,61
103599,570,17,355
118787,10880,78,962
507094,4135,531,934
238892,23931,187,3003
